name,investmentFundType,riskRating,ocfTer,fmec,additionalCharge
Aviva Pension 7IM AAP Adventurous S6,Mixed assets,5,0.68,0.18,0.5
Aviva Pension 7IM AAP Balanced Fund S6,Mixed assets,4,0.68,0.18,0.5
Aviva Pension 7IM AAP Moderately Adventurous S6,Mixed assets,4,0.68,0.18,0.5
Aviva Pension 7IM AAP Moderately Cautious S6,Mixed assets,3,0.7,0.2,0.5
Aviva Pension abrdn Asia Pacific Equity S6,Equities,6,0.86,0.11,0.75
Aviva Pension abrdn Diversified Growth And Income S6,Mixed assets,4,0.95,0.45,0.5
Aviva Pension Aegon Ethical Equity S6,Equities  Ethical,6,0.62,0.02,0.6
Aviva Pension American (CGU),Equities  Tracker,6,0,,
Aviva Pension American (GA) S1,Equities  Tracker,6,0,,
Aviva Pension American S12,Equities  Tracker,6,0,,
Aviva Pension American YP (CGU),Equities  Tracker,6,0,0,0
Aviva Pension Artemis Global Income S6,Equities,6,0.87,0.12,0.75
Aviva Pension Artemis High Income S6,Corporate bonds  Global bonds,4,0.59,0.09,0.5
Aviva Pension Artemis Income S6,Equities,6,0.7,0.05,0.65
Aviva Pension Artemis SmartGARP Global Equity S6,Equities,5,0.79,0.14,0.65
Aviva Pension Artemis Strategic Bond S6,Corporate bonds  Global bonds,3,0.49,0.09,0.4
Aviva Pension Artemis UK Select S6,Equities,7,0.79,0.09,0.7
Aviva Pension Artemis UK Smaller Companies S6,Equities,7,0.81,0.11,0.7
Aviva Pension Artemis UK Special Situations S6,Equities,7,0.81,0.11,0.7
Aviva Pension Artemis US Select S6,Equities,6,0.85,0.1,0.75
Aviva Pension AXA Framlington American Growth S6,Equities,6,0.67,0.07,0.6
Aviva Pension AXA Framlington Global Sustainable Managed S6,Mixed assets  Ethical,5,0.67,0.07,0.6
Aviva Pension AXA Framlington UK Select Opportunities S13,Equities,6,0.66,0.06,0.6
Aviva Pension AXA Framlington UK Select Opportunities S6,Equities,6,0.66,0.06,0.6
Aviva Pension Baillie Gifford High Yield Bond S6,Corporate bonds  Global bonds,4,0.37,0.02,0.35
Aviva Pension Baillie Gifford International S6,Equities,7,0.38,0.03,0.35
Aviva Pension Baillie Gifford Managed S6,Mixed assets  Ethical,5,0.31,0.03,0.28
Aviva Pension Baillie Gifford UK and Worldwide Equity S6,Equities  Ethical,6,0.34,0.04,0.3
Aviva Pension BlackRock 50:50 Global Equity Index Tracker S13,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock 50:50 Global Equity Index Tracker S2,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock 50:50 Global Equity Index Tracker S3,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock 50:50 Global Equity Index Tracker S6,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock 50:50 Global Equity Index Tracker S7,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock 60:40 Global Equity Index Tracker S2,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock 60:40 Global Equity Index Tracker S3,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock 60:40 Global Equity Index Tracker S6,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock 70:30 Global Equity Index Tracker S2,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock 70:30 Global Equity Index Tracker S3,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock 70:30 Global Equity Index Tracker S6,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock All Stocks UK Gilt Index Tracker S6,Gilts  Tracker,3,0,0,0
Aviva Pension BlackRock Consensus S13,Mixed assets  Tracker,4,0,0,0
Aviva Pension BlackRock Consensus S2,Mixed assets  Tracker,4,0,0,0
Aviva Pension BlackRock Consensus S3,Mixed assets  Tracker,4,0,0,0
Aviva Pension BlackRock Consensus S5,Mixed assets  Tracker,4,0,0,0
Aviva Pension BlackRock Consensus S6,Mixed assets  Tracker,4,0,0,0
Aviva Pension BlackRock Continental European S6,Equities,7,0.76,0.16,0.6
Aviva Pension BlackRock Corporate Bond Index Tracker S2,Corporate bonds  Global bonds  Tracker,3,0,0,0
Aviva Pension BlackRock Corporate Bond Index Tracker S3,Corporate bonds  Global bonds  Tracker,3,0,0,0
Aviva Pension BlackRock Corporate Bond Index Tracker S6,Corporate bonds  Global bonds  Tracker,3,0,0,0
Aviva Pension BlackRock Corporate Bond Index Tracker S7,Corporate bonds  Global bonds  Tracker,3,0,0,0
Aviva Pension BlackRock Corporate Bond S6,Corporate bonds  Global bonds,3,0.46,0.06,0.4
Aviva Pension BlackRock Developed World Fossil Fuel Screened Index S6,Equities  Ethical  Tracker,6,0.07,0.02,0.05
Aviva Pension BlackRock Emerging Markets Index Tracker S6,Equities  Tracker,7,0.18,0.08,0.1
Aviva Pension BlackRock European Dynamic S6,Equities,7,0.92,0.17,0.75
Aviva Pension BlackRock European Equity Index Tracker S2,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock European Equity Index Tracker S3,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock European Equity Index Tracker S5,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock European Equity Index Tracker S6,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock European Equity Index Tracker S7,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock Gold & General S6,Equities  Specialist/Other,7,0.87,0.17,0.7
Aviva Pension BlackRock Japanese Equity Index Tracker S2,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock Japanese Equity Index Tracker S3,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock Japanese Equity Index Tracker S6,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock Japanese Equity Index Tracker S7,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock Over 15 years Gilt Index Tracker S13,Gilts  Tracker,5,0,0,0
Aviva Pension BlackRock Over 15 years Gilt Index Tracker S2,Gilts  Tracker,5,0,0,0
Aviva Pension BlackRock Over 15 years Gilt Index Tracker S3,Gilts  Tracker,5,0,0,0
Aviva Pension BlackRock Over 15 years Gilt Index Tracker S6,Gilts  Tracker,5,0,0,0
Aviva Pension BlackRock Over 15 years Gilt Index Tracker S7,Gilts  Tracker,5,0,0,0
Aviva Pension BlackRock Over 15 yrs Corp Bond Tracker S2,Corporate bonds  Global bonds  Tracker,5,0,0,0
Aviva Pension BlackRock Over 15 yrs Corp Bond Tracker S3,Corporate bonds  Global bonds  Tracker,5,0,0,0
Aviva Pension BlackRock Over 15 yrs Corp Bond Tracker S6,Corporate bonds  Global bonds  Tracker,5,0,0,0
Aviva Pension BlackRock Over 5 yrs Index-Lkd Gilt Tracker S2,Gilts  Tracker,5,0,0,0
Aviva Pension BlackRock Over 5 yrs Index-Lkd Gilt Tracker S3,Gilts  Tracker,5,0,0,0
Aviva Pension BlackRock Over 5 yrs Index-Lkd Gilt Tracker S6,Gilts  Tracker,5,0,0,0
Aviva Pension BlackRock Overseas Consensus Equity S2,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock Overseas Consensus Equity S3,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock Overseas Consensus Equity S6,Equities  Tracker,5,0.02,0.02,0
Aviva Pension BlackRock Pacific Rim Equity Index Tracker S2,Equities  Tracker,7,0,0,0
Aviva Pension BlackRock Pacific Rim Equity Index Tracker S3,Equities  Tracker,7,0,0,0
Aviva Pension BlackRock Pacific Rim Equity Index Tracker S6,Equities  Tracker,7,0,0,0
Aviva Pension BlackRock Pacific Rim Equity Index Tracker S7,Equities  Tracker,7,0,0,0
Aviva Pension BlackRock Sterling Liquidity S13,Cash/Money market,1,0.05,0,0.05
Aviva Pension BlackRock Sterling Liquidity S6,Cash/Money market,1,0.05,0,0.05
Aviva Pension BlackRock Systematic Multi Allocation Credit S6,Corporate bonds  Global bonds,4,0.29,0.09,0.2
Aviva Pension BlackRock UK Equity Index Tracker S13,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock UK Equity Index Tracker S2,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock UK Equity Index Tracker S3,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock UK Equity Index Tracker S6,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock UK Equity Index Tracker S7,Equities  Tracker,5,0,0,0
Aviva Pension BlackRock UK Gilts Up to 5 Years Index Tracker S6,Gilts,2,0.01,0,0.01
Aviva Pension BlackRock UK S2,Equities,6,0.6,0,0.6
Aviva Pension BlackRock UK S3,Equities,6,0.6,0,0.6
Aviva Pension BlackRock UK S5,Equities,6,0.55,0,0.55
Aviva Pension BlackRock UK S6,Equities,6,0.75,0.15,0.6
Aviva Pension BlackRock UK Smaller Cos S6,Equities,7,0.75,0.15,0.6
Aviva Pension BlackRock UK Special Situations S6,Equities,6,0.75,0.15,0.6
Aviva Pension BlackRock US Dynamic S6,Equities,6,0.74,0.14,0.6
Aviva Pension BlackRock US Equity Index Tracker S2,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock US Equity Index Tracker S3,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock US Equity Index Tracker S5,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock US Equity Index Tracker S6,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock US Equity Index Tracker S7,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock World (ex-UK) Equity Index S6,Equities  Tracker,6,0,0,0
Aviva Pension BlackRock World ESG Insights Equity S6,Equities  Ethical,6,0.08,0.03,0.05
Aviva Pension Blended Portfolio 2 S6,Mixed assets  Specialist/Other,3,0.1,0,0.1
Aviva Pension Blended Portfolio 3 S6,Mixed assets  Specialist/Other,3,0.1,0,0.1
Aviva Pension Blended Portfolio 4 S6,Mixed assets  Specialist/Other,4,0.1,0,0.1
Aviva Pension Blended Portfolio 5 S6,Mixed assets  Specialist/Other,4,0.1,0,0.1
Aviva Pension Blended Portfolio 6 S6,Mixed assets  Specialist/Other,4,0.1,0,0.1
Aviva Pension Blended Portfolio 7 S6,Mixed assets  Specialist/Other,5,0.1,0,0.1
Aviva Pension BNY Mellon Global Income S13,Equities,5,0.81,0.11,0.7
Aviva Pension BNY Mellon Global Income S6,Equities,5,0.81,0.11,0.7
Aviva Pension BNY Mellon International Bond S2,Global bonds,3,0.35,0,0.35
Aviva Pension BNY Mellon International Bond S3,Global bonds,3,0.35,0,0.35
Aviva Pension BNY Mellon International Bond S5,Global bonds,3,0.35,0,0.35
Aviva Pension BNY Mellon International Bond S6,Global bonds,3,0.49,0.14,0.35
Aviva Pension BNY Mellon Long-Term Global Equity S6,Equities,5,0.79,0.04,0.75
Aviva Pension BNY Mellon Multi-Asset Balanced S6,Mixed assets,4,0.81,0.11,0.7
Aviva Pension BNY Mellon Multi-Asset Growth S2,Mixed assets,5,0.35,0,0.35
Aviva Pension BNY Mellon Multi-Asset Growth S3,Mixed assets,5,0.35,0,0.35
Aviva Pension BNY Mellon Multi-Asset Growth S5,Mixed assets,5,0.35,0,0.35
Aviva Pension BNY Mellon Multi-Asset Growth S6,Mixed assets,5,0.46,0.11,0.35
Aviva Pension BNY Mellon Real Return S6,Mixed assets  Specialist/Other,4,1.01,0.26,0.75
Aviva Pension Climate Transition Global Credit S6,Corporate bonds  Global bonds  Ethical,3,0.5,0.1,0.4
Aviva Pension Climate Transition Global Equity S6,Equities  Ethical,6,0.85,0,0.85
Aviva Pension Corporate Bond S13,Corporate bonds  Global bonds,3,0.02,0.02,0
Aviva Pension Corporate Bond S2,Corporate bonds  Global bonds,3,0,0,0
Aviva Pension Corporate Bond S3,Corporate bonds  Global bonds,3,0,0,0
Aviva Pension Corporate Bond S6,Corporate bonds  Global bonds,3,0.02,0.02,0
Aviva Pension CT European Select S6,Equities,6,0.85,0.1,0.75
Aviva Pension CT Global Select S6,Equities,5,0.83,0.08,0.75
Aviva Pension CT Responsible Global Equity S13,Equities  Ethical,6,0.54,0.06,0.48
Aviva Pension CT Responsible Global Equity S6,Equities  Ethical,6,0.59,0.06,0.53
Aviva Pension CT Responsible UK Equity Growth S6,Equities  Ethical,6,0.77,0.07,0.7
Aviva Pension CT UK Equity Income S6,Equities,6,0.84,0.09,0.75
Aviva Pension Deposit & Treasury 1 S12 and 9 S12,Cash/Money market,1,0,,
Aviva Pension Deposit & Treasury 2 S12,Cash/Money market,1,0,,
Aviva Pension Deposit & Treasury 3 S12,Cash/Money market,1,0,,
Aviva Pension Deposit & Treasury S12,Cash/Money market,1,0,,
Aviva Pension Deposit (CGU),Cash/Money market,1,0,,
Aviva Pension Deposit (CU),Cash/Money market,1,0,,
Aviva Pension Deposit (GA) S1,Cash/Money market,1,0,,
Aviva Pension Deposit (GA) S2,Cash/Money market,1,0,,
Aviva Pension Deposit (NU),Cash/Money market,1,0,,
Aviva Pension Deposit (NU) S3,Cash/Money market,1,0,0,0
Aviva Pension Deposit (PM),Cash/Money market,1,0,,
Aviva Pension Deposit Initial (PM),Cash/Money market,1,0,,
Aviva Pension Deposit S1,Cash/Money market,1,0,,
Aviva Pension Deposit S13,Cash/Money market,1,0,0,0
Aviva Pension Deposit S2,Cash/Money market,1,0,0,0
Aviva Pension Deposit S3,Cash/Money market,1,0,0,0
Aviva Pension Deposit S4,Cash/Money market,1,0,,
Aviva Pension Deposit S6,Cash/Money market,1,0,0,0
Aviva Pension Deposit TESCO S10,Cash/Money market,1,0,,
Aviva Pension Deposit YP (CGU),Cash/Money market,1,0,0,0
Aviva Pension Diversified Assets Fund 1 S2,Mixed assets,2,0,0,0
Aviva Pension Diversified Assets Fund 1 S3,Mixed assets,2,0,0,0
Aviva Pension Diversified Assets Fund 1 S4,Mixed assets,2,0,,
Aviva Pension Diversified Assets Fund 1 S6,Mixed assets,2,0,0,0
Aviva Pension Diversified Assets Fund 2 S2,Mixed assets,2,0,0,0
Aviva Pension Diversified Assets Fund 2 S3,Mixed assets,2,0,0,0
Aviva Pension Diversified Assets Fund 2 S4,Mixed assets,2,0,,
Aviva Pension Diversified Assets Fund 2 S6,Mixed assets,2,0,0,0
Aviva Pension Diversified Assets Fund 3 S2,Mixed assets,3,0,0,0
Aviva Pension Diversified Assets Fund 3 S3,Mixed assets,3,0,0,0
Aviva Pension Diversified Assets Fund 3 S4,Mixed assets,3,0,,
Aviva Pension Diversified Assets Fund 3 S6,Mixed assets,3,0,0,0
Aviva Pension Diversified Assets Fund 4 S2,Mixed assets,4,0,0,0
Aviva Pension Diversified Assets Fund 4 S3,Mixed assets,4,0,0,0
Aviva Pension Diversified Assets Fund 4 S4,Mixed assets,4,0,,
Aviva Pension Diversified Assets Fund 4 S6,Mixed assets,4,0,0,0
Aviva Pension Diversified Assets Fund 5 S2,Mixed assets,5,0,0,0
Aviva Pension Diversified Assets Fund 5 S3,Mixed assets,5,0,0,0
Aviva Pension Diversified Assets Fund 5 S4,Mixed assets,5,0,,
Aviva Pension Diversified Assets Fund 5 S6,Mixed assets,5,0,0,0
Aviva Pension European Equity (CGU),Equities,6,0,,
Aviva Pension European Equity (GA) S1,Equities,6,0,,
Aviva Pension European Equity (NU),Equities,6,0,,
Aviva Pension European Equity (NU) S3,Equities,6,0,0,0
Aviva Pension European Equity S1,Equities,6,0,,
Aviva Pension European Equity S12,Equities,6,0,,
Aviva Pension European Equity S2,Equities,6,0,0,0
Aviva Pension European Equity S3,Equities,6,0,0,0
Aviva Pension European Equity S4,Equities,6,0,,
Aviva Pension European Equity S6,Equities,6,0.05,0.05,0
Aviva Pension European Equity YP (CGU),Equities,6,0,0,0
Aviva Pension Far East S12,Equities,7,0,,
Aviva Pension Fidelity Asia S6,Equities,7,0.93,0.18,0.75
Aviva Pension Fidelity Emerging Markets S6,Equities,7,0.95,0.2,0.75
Aviva Pension Fidelity European S2,Equities,6,0.25,0,0.25
Aviva Pension Fidelity European S3,Equities,6,0.25,0,0.25
Aviva Pension Fidelity European S5,Equities,6,0.07,0,0.07
Aviva Pension Fidelity European S6,Equities,6,0.24,0.17,0.07
Aviva Pension Fidelity Japan S2,Equities,6,0.75,0,0.75
Aviva Pension Fidelity Japan S3,Equities,6,0.75,0,0.75
Aviva Pension Fidelity Japan S5,Equities,6,0.75,0,0.75
Aviva Pension Fidelity Japan S6,Equities,6,0.8,0.05,0.75
Aviva Pension Fidelity Japan S7,Equities,6,0.8,0.05,0.75
Aviva Pension Fidelity Sustainable European Equity S6,Equities  Ethical,6,0.7,0.1,0.6
Aviva Pension Fidelity Sustainable MoneyBuilder Income S2,Corporate bonds  Global bonds  Ethical,3,0.45,0,0.45
Aviva Pension Fidelity Sustainable MoneyBuilder Income S3,Corporate bonds  Global bonds  Ethical,3,0.45,0,0.45
Aviva Pension Fidelity Sustainable MoneyBuilder Income S5,Corporate bonds  Global bonds  Ethical,3,0.45,0,0.45
Aviva Pension Fidelity Sustainable MoneyBuilder Income S6,Corporate bonds  Global bonds  Ethical,3,0.61,0.16,0.45
Aviva Pension Fidelity UK Select S6,Equities,6,0.8,0.05,0.75
Aviva Pension Fidelity Worldwide Special Situations S2,Equities,7,0.9,0,0.9
Aviva Pension Fidelity Worldwide Special Situations S3,Equities,7,0.9,0,0.9
Aviva Pension Fidelity Worldwide Special Situations S5,Equities,7,0.9,0,0.9
Aviva Pension First Sentier Global Listed Infrastructure S6,Equities  Specialist/Other,5,0.7,0.05,0.65
Aviva Pension Fixed Interest (CGU),Gilts,4,0,,
Aviva Pension Fixed Interest (CU),Gilts,4,0,,
Aviva Pension Fixed Interest (GA) S1,Gilts,4,0,,
Aviva Pension Fixed Interest (GA) S2,Gilts,4,0,,
Aviva Pension Fixed Interest (PM),Gilts,4,0,,
Aviva Pension Fixed Interest 1 S12 and 9 S12,Gilts,4,0,,
Aviva Pension Fixed Interest 2 S12,Gilts,4,0,,
Aviva Pension Fixed Interest 3 S12,Gilts,4,0,,
Aviva Pension Fixed Interest Initial (PM),Gilts,4,0,,
Aviva Pension Fixed Interest S12,Gilts,4,0,,
Aviva Pension Fixed Interest YP (CGU),Gilts,4,0,0,0
Aviva Pension Flexible Investment (CU),Mixed assets,5,0,,
Aviva Pension Flexible Investment 1 S12 and 9 S12,Mixed assets,5,0,,
Aviva Pension Flexible Investment 2 S12,Mixed assets,5,0,,
Aviva Pension Flexible Investment 3 S12,Mixed assets,5,0,,
Aviva Pension Flexible Investment S12,Mixed assets,5,0,,
Aviva Pension Flexible Investment S6,Mixed assets,5,0.05,0,0.05
Aviva Pension Flexible Investment S7,Mixed assets,5,0.05,0,0.05
Aviva Pension Flexible Investment S9,Mixed assets,5,0,0,0
Aviva Pension FSSA Greater China Growth S6,Equities,7,0.94,0.09,0.85
Aviva Pension FTF Martin Currie UK Mid Cap S6,Equities  Ethical,7,0.82,0.07,0.75
Aviva Pension Gilt (NU),Gilts,4,0,,
Aviva Pension Gilt (NU) S3,Gilts,4,0,0,0
Aviva Pension Gilt S1,Gilts,4,0,,
Aviva Pension Gilt S2,Gilts,4,0,0,0
Aviva Pension Gilt S3,Gilts,4,0,0,0
Aviva Pension Gilt S4,Gilts,4,0,,
Aviva Pension Gilt S6,Gilts,4,0.05,0.05,0
Aviva Pension Gilt TESCO S10,Gilts,4,0,,
Aviva Pension Global Bond (NU),Global bonds,3,0,,
Aviva Pension Global Bond (NU) S3,Global bonds,3,0,0,0
Aviva Pension Global Bond S1,Global bonds,3,0,,
Aviva Pension Global Bond S2,Global bonds,3,0,0,0
Aviva Pension Global Bond S3,Global bonds,3,0,0,0
Aviva Pension Global Bond S4,Global bonds,3,0,,
Aviva Pension Global Bond S6,Global bonds,3,0.01,0.01,0
Aviva Pension Global Equity (NU),Equities,5,0,,
Aviva Pension Global Equity (NU) S3,Equities,5,0,0,0
Aviva Pension Global Equity S1,Equities,5,0,,
Aviva Pension Global Equity S13,Equities,5,0.02,0.02,0
Aviva Pension Global Equity S2,Equities,5,0,0,0
Aviva Pension Global Equity S3,Equities,5,0,0,0
Aviva Pension Global Equity S4,Equities,5,0,,
Aviva Pension Global Equity S6,Equities,5,0.02,0.02,0
Aviva Pension Global Managed 1 S12 and 9 S12,Equities,5,0,,
Aviva Pension Global Managed 2 S12,Equities,5,0,,
Aviva Pension Global Managed 3 S12,Equities,5,0,,
Aviva Pension Growth Managed 1 S12 and 9 S12,Mixed assets,4,0,,
Aviva Pension Growth Managed 2 S12,Mixed assets,4,0,,
Aviva Pension Growth Managed 3 S12,Mixed assets,4,0,,
Aviva Pension Growth Managed S12,Mixed assets,4,0,,
Aviva Pension Hamilton Pension Fund,Mixed assets,4,0,,
Aviva Pension Higher Income Plus S13,Corporate bonds  Global bonds,3,0.22,0.02,0.2
Aviva Pension Higher Income Plus S6,Corporate bonds  Global bonds,3,0.22,0.02,0.2
Aviva Pension HSBC Global Sukuk Index S3,Corporate bonds  Global bonds  Specialist/Other,3,0.3,0,0.3
Aviva Pension HSBC Global Sukuk Index S6,Corporate bonds  Global bonds  Specialist/Other,3,0.3,0,0.3
Aviva Pension HSBC Islamic Global Equity Index S6,Equities  Tracker,6,0.3,0,0.3
Aviva Pension HSBC Shariah Multi Asset S3,Mixed assets  Equities  Specialist/Other,5,0.35,0,0.35
Aviva Pension HSBC Shariah Multi Asset S6,Mixed assets  Equities  Specialist/Other,5,0.35,0,0.35
Aviva Pension Index Linked Gilt (CU),Gilts,5,0,,
Aviva Pension Index Linked Gilt (GA) S2,Gilts,5,0,,
Aviva Pension Index Linked Gilt (PM),Gilts,5,0,,
Aviva Pension Index Linked Gilt Initial (PM),Gilts,5,0,,
Aviva Pension Index Linked Gilt S1,Gilts,5,0,,
Aviva Pension Index Linked Gilt S13,Gilts,5,0.04,0.04,0
Aviva Pension Index Linked Gilt S2,Gilts,5,0,0,0
Aviva Pension Index Linked Gilt S3,Gilts,5,0,0,0
Aviva Pension Index Linked Gilt S6,Gilts,5,0.04,0.04,0
Aviva Pension Index-Linked Gilt (CGU),Gilts  Fixed Income,5,0,,
Aviva Pension Index-Linked Gilt (GA) S1,Gilts  Fixed Income,5,0,,
Aviva Pension Index-Linked Gilt YP (CGU),Gilts  Fixed Income,5,0,0,0
Aviva Pension International (GA) S1,Equities  Tracker,6,0,,
Aviva Pension International Bond Jersey Investment Plan (NU),Corporate bonds  Global bonds,3,0,,
Aviva Pension International Equity (CU),Equities,5,0,,
Aviva Pension International Equity Jersey Investment Plan (NU),Equities,5,0,,
Aviva Pension International Index Tracking (NU),Equities  Tracker,6,0,,
Aviva Pension International Index Tracking (NU) S3,Equities  Tracker,6,0,0,0
Aviva Pension International Index Tracking S1,Equities  Tracker,6,0,,
Aviva Pension International Index Tracking S13,Equities  Tracker,6,0,0,0
Aviva Pension International Index Tracking S2,Equities  Tracker,6,0,0,0
Aviva Pension International Index Tracking S3,Equities  Tracker,6,0,0,0
Aviva Pension International Index Tracking S4,Equities  Tracker,6,0,,
Aviva Pension International Index Tracking TESCO S10,Equities  Tracker,6,0,,
Aviva Pension Invesco Asian S6,Equities,7,0.85,0.2,0.65
Aviva Pension Invesco Corporate Bond S6,Corporate bonds  Global bonds,2,0.5,0.05,0.45
Aviva Pension Invesco Distribution S13,Mixed assets,3,0.77,0.17,0.6
Aviva Pension Invesco Distribution S6,Mixed assets,3,0.77,0.17,0.6
Aviva Pension Invesco Emerging Markets ex China S6,Equities,7,0.7,0.05,0.65
Aviva Pension Invesco European Equity S2,Equities,7,0.25,0,0.25
Aviva Pension Invesco European Equity S3,Equities,7,0.25,0,0.25
Aviva Pension Invesco European Equity S5,Equities,7,0.25,0,0.25
Aviva Pension Invesco Monthly Income Plus S6,Corporate bonds  Global bonds,3,0.67,0.17,0.5
Aviva Pension Invesco UK Smaller Companies S2,Equities,7,0.25,0,0.25
Aviva Pension Invesco UK Smaller Companies S3,Equities,7,0.25,0,0.25
Aviva Pension Invesco UK Smaller Companies S5,Equities,7,0.25,0,0.25
Aviva Pension Investment Pathway 1 S10,Mixed assets,3,0,,
Aviva Pension Investment Pathway 1 S2,Mixed assets,3,0,0,0
Aviva Pension Investment Pathway 1 S3,Mixed assets,3,0,0,0
Aviva Pension Investment Pathway 1 S4,Mixed assets,3,0,,
Aviva Pension Investment Pathway 1 S6,Mixed assets,3,0,0,0
Aviva Pension Investment Pathway 2 S10,Corporate bonds  Gilts,4,0,,
Aviva Pension Investment Pathway 2 S2,Corporate bonds  Gilts,4,0,0,0
Aviva Pension Investment Pathway 2 S3,Corporate bonds  Gilts,4,0,0,0
Aviva Pension Investment Pathway 2 S4,Corporate bonds  Gilts,4,0,,
Aviva Pension Investment Pathway 2 S6,Corporate bonds  Gilts,4,0,0,0
Aviva Pension Investment Pathway 3 S10,Mixed assets,3,0,,
Aviva Pension Investment Pathway 3 S2,Mixed assets,3,0,0,0
Aviva Pension Investment Pathway 3 S3,Mixed assets,3,0,0,0
Aviva Pension Investment Pathway 3 S4,Mixed assets,3,0,,
Aviva Pension Investment Pathway 3 S6,Mixed assets,3,0,0,0
Aviva Pension Investment Pathway 4 S10,Mixed assets,2,0,,
Aviva Pension Investment Pathway 4 S2,Mixed assets,2,0,0,0
Aviva Pension Investment Pathway 4 S3,Mixed assets,2,0,0,0
Aviva Pension Investment Pathway 4 S4,Mixed assets,2,0,,
Aviva Pension Investment Pathway 4 S6,Mixed assets,2,0,0,0
Aviva Pension Janus Henderson Cautious Managed S13,Mixed assets,4,0.8,0.15,0.65
Aviva Pension Janus Henderson Cautious Managed S6,Mixed assets,4,0.8,0.15,0.65
Aviva Pension Janus Henderson Cautious Managed S7,Mixed assets,4,0.8,0.15,0.65
Aviva Pension Janus Henderson European Mid and Large Cap S6,Equities,6,0.81,0.16,0.65
Aviva Pension Janus Henderson European Selected Opportunities S6,Equities,6,0.9,0.15,0.75
Aviva Pension Janus Henderson Sterling Bond S6,Corporate bonds  Global bonds,3,0.61,0.16,0.45
Aviva Pension Janus Henderson UK Smaller Companies S6,Equities,7,0.85,0.1,0.75
Aviva Pension Japan (CGU),Equities,6,0,,
Aviva Pension Japan (GA) S1,Equities,6,0,,
Aviva Pension Japan 2 (GA) S1,Equities,6,0,,
Aviva Pension Japan S9,Equities,6,0,0,0
Aviva Pension Japan YP (CGU),Equities,6,0,0,0
Aviva Pension Japanese S12,Equities,6,0,,
Aviva Pension JPM Emerging Markets S13,Equities,7,0.73,0.08,0.65
Aviva Pension JPM Emerging Markets S6,Equities,7,0.73,0.08,0.65
Aviva Pension JPM Europe Dynamic S6,Equities,7,0.7,0.1,0.6
Aviva Pension JPM European Smaller Cos S6,Equities,7,0.72,0.12,0.6
Aviva Pension JPM Natural Resources S6,Equities  Specialist/Other,7,0.68,0.08,0.6
Aviva Pension JPM US Select S6,Equities,6,0.55,0.05,0.5
Aviva Pension Jupiter Ecology S6,Equities  Ethical,6,0.8,0.02,0.78
Aviva Pension Jupiter Financial Opportunities S6,Equities  Specialist/Other,7,1,0.02,0.98
Aviva Pension Jupiter Financial Opportunities S7,Equities  Specialist/Other,7,0.77,0.02,0.75
Aviva Pension Jupiter Merlin Balanced Portfolio S6,Mixed assets,4,1.43,0.46,0.97
Aviva Pension Jupiter Merlin Growth Portfolio S6,Mixed assets,5,1.56,0.59,0.97
Aviva Pension Jupiter Merlin Income Portfolio S6,Mixed assets,4,1.31,0.34,0.97
Aviva Pension Jupiter Merlin Worldwide Portfolio S6,Equities,4,1.54,0.56,0.98
Aviva Pension Jupiter Strategic Bond S6,Corporate bonds  Global bonds,3,0.73,0,0.73
Aviva Pension Jupiter UK Alpha S6,Equities,7,0.7,0,0.7
Aviva Pension L&G Global Infrastructure Index S6,Equities  Tracker,6,0.3,0,0.3
Aviva Pension Legal & General Global Real Estate Dividend Index S6,Equities,7,0.21,0.01,0.2
Aviva Pension LGIM Hybrid Property S6,Property,5,0.53,0.03,0.5
Aviva Pension LGIM Infrastructure Index S6,Equities  Tracker,6,0.35,0,0.35
